Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,EG_EGY_CLEAN,,PT,,26.9
2019,EG_EGY_CLEAN,NP1,PT,NP1,17.5
2019,EG_EGY_CLEAN,NP2,PT,NP2,18.3
2019,EG_EGY_CLEAN,NP3,PT,NP3,59.2
2019,EG_EGY_CLEAN,NP4,PT,NP4,28.2
2019,EG_EGY_CLEAN,NP5,PT,NP5,15.8
2019,EG_EGY_CLEAN,NP6,PT,NP6,5.8
2019,EG_EGY_CLEAN,NP7,PT,NP7,13.3
