Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,SH_DYN_NMRT,,PT,,23
2019,SH_DYN_NMRT,,PT,,16
2019,SH_DYN_NMRT,NP1,PT,NP1,20
2019,SH_DYN_NMRT,NP2,PT,NP2,10
2019,SH_DYN_NMRT,NP3,PT,NP3,9
2019,SH_DYN_NMRT,NP4,PT,NP4,18
2019,SH_DYN_NMRT,NP5,PT,NP5,22
2019,SH_DYN_NMRT,NP6,PT,NP6,11
2019,SH_DYN_NMRT,NP7,PT,NP7,25
