Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,EG_ACS_ELEC,,PT,,84.9
2019,EG_ACS_ELEC,,PT,,89.9
2019,EG_ACS_ELEC,NP1,PT,NP1,88.5
2019,EG_ACS_ELEC,NP2,PT,NP2,96.3
2019,EG_ACS_ELEC,NP3,PT,NP3,97.4
2019,EG_ACS_ELEC,NP4,PT,NP4,98.9
2019,EG_ACS_ELEC,NP5,PT,NP5,90.8
2019,EG_ACS_ELEC,NP6,PT,NP6,44.9
2019,EG_ACS_ELEC,NP7,PT,NP7,77.1
