Year,SERIES,REF_AREA,SEX,UNIT_MEASURE,GeoCode,Value
2018,SL_TLF_UEM,,M,PT,,10.3
2018,SL_TLF_UEM,,F,PT,,13.1
2018,SL_TLF_UEM,NP1,,PT,NP1,10.2
2018,SL_TLF_UEM,NP2,,PT,NP2,20.1
2018,SL_TLF_UEM,NP3,,PT,NP3,7.0
2018,SL_TLF_UEM,NP4,,PT,NP4,9.0
2018,SL_TLF_UEM,NP5,,PT,NP5,11.2
2018,SL_TLF_UEM,NP6,,PT,NP6,9.7
2018,SL_TLF_UEM,NP7,,PT,NP7,11.5
