Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,SG_REG_BRTH,,PT,,58.1
2019,SG_REG_BRTH,,PT,,77.2
2019,SG_REG_BRTH,NP1,PT,NP1,78.4
2019,SG_REG_BRTH,NP2,PT,NP2,76.1
2019,SG_REG_BRTH,NP3,PT,NP3,70.8
2019,SG_REG_BRTH,NP4,PT,NP4,73.8
2019,SG_REG_BRTH,NP5,PT,NP5,76.7
2019,SG_REG_BRTH,NP6,PT,NP6,84.4
2019,SG_REG_BRTH,NP7,PT,NP7,89.1
