Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,SE_PRE_PARTN,,PT,,50.7
2019,SE_PRE_PARTN,,PT,,82.9
2019,SE_PRE_PARTN,NP1,PT,NP1,81.4
2019,SE_PRE_PARTN,NP2,PT,NP2,71.5
2019,SE_PRE_PARTN,NP3,PT,NP3,96.6
2019,SE_PRE_PARTN,NP4,PT,NP4,97.9
2019,SE_PRE_PARTN,NP5,PT,NP5,81.3
2019,SE_PRE_PARTN,NP6,PT,NP6,82.1
2019,SE_PRE_PARTN,NP7,PT,NP7,80.0
