Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,SE_DEV_ONTRK,,PT,,64.4
2019,SE_DEV_ONTRK,,PT,,65.2
2019,SE_DEV_ONTRK,NP1,PT,NP1,76.9
2019,SE_DEV_ONTRK,NP2,PT,NP2,55.8
2019,SE_DEV_ONTRK,NP3,PT,NP3,73.9
2019,SE_DEV_ONTRK,NP4,PT,NP4,79.5
2019,SE_DEV_ONTRK,NP5,PT,NP5,60.0
2019,SE_DEV_ONTRK,NP6,PT,NP6,55.0
2019,SE_DEV_ONTRK,NP7,PT,NP7,59.9
